model,season,metric,stage,HWN,HWF,Average,id_data
RF10,5,mae,prediction,0.9033728188670882,0.7850522387803391,0.8442125288237137,6e47cb06
SVR-rbf,5,mae,prediction,1.0287310207953064,0.9301645517379973,0.9794477862666519,6e47cb06
SVR-linear,5,mae,prediction,1.2052507547649998,1.1131445599125802,1.1591976573387899,6e47cb06
XGB10,5,mae,prediction,0.9680837042991209,0.9345325149536899,0.9513081096264054,6e47cb06
RNN16,5,mae,prediction,0.7876801964219304,0.7090525086910298,0.7483663525564801,6e47cb06
LSTM16,5,mae,prediction,0.6879749716639176,0.6261689867765476,0.6570719792202326,6e47cb06
CNNRNN16,5,mae,prediction,0.8774812694962713,0.7675596531421711,0.8225204613192212,6e47cb06
CNNLSTM16,5,mae,prediction,0.9849754389699191,0.8254145443833941,0.9051949916766566,6e47cb06
MLP16,5,mae,prediction,0.8936394777472707,0.8292360167891554,0.8614377472682131,6e47cb06
Linear,6,mae,prediction,1.0598614583487729,1.0139180932264926,1.0368897757876328,6e47cb06
RF10,6,mae,prediction,0.9727391228717334,0.76936844922823,0.8710537860499816,6e47cb06
SVR-rbf,6,mae,prediction,0.7727050932930185,0.5932895974389993,0.682997345366009,6e47cb06
SVR-linear,6,mae,prediction,1.1899536292504274,0.9984593519358054,1.0942064905931164,6e47cb06
XGB10,6,mae,prediction,0.6982986923629181,0.6993826135413675,0.6988406529521428,6e47cb06
RNN16,6,mae,prediction,0.7436885282872193,0.715032830651005,0.7293606794691121,6e47cb06
LSTM16,6,mae,prediction,0.6437687620995515,0.5784752098872262,0.6111219859933888,6e47cb06
CNNRNN16,6,mae,prediction,0.6501864940402978,0.5585479913308221,0.60436724268556,6e47cb06
CNNLSTM16,6,mae,prediction,0.8397934254580871,0.7168782053544123,0.7783358154062496,6e47cb06
MLP16,6,mae,prediction,0.6613590583680147,0.6422310201479989,0.6517950392580067,6e47cb06
Linear,7,mae,prediction,0.6858770613514857,0.6189737214003642,0.652425391375925,6e47cb06
RF10,7,mae,prediction,1.3157642844270827,1.0130744444874982,1.1644193644572904,6e47cb06
SVR-rbf,7,mae,prediction,1.1365080445667235,1.0080392823190238,1.0722736634428736,6e47cb06
SVR-linear,7,mae,prediction,0.560531707749635,0.7918569666328357,0.6761943371912353,6e47cb06
XGB10,7,mae,prediction,1.13762135950708,1.0951036343086724,1.1163624969078763,6e47cb06
RNN16,7,mae,prediction,0.7477252177693804,0.8494403445828919,0.7985827811761361,6e47cb06
LSTM16,7,mae,prediction,0.7372360490062196,0.574256066392756,0.6557460576994878,6e47cb06
CNNRNN16,7,mae,prediction,0.9187118269302804,0.8510542222965721,0.8848830246134263,6e47cb06
CNNLSTM16,7,mae,prediction,0.9344698644974191,0.9810477683056359,0.9577588164015275,6e47cb06
MLP16,7,mae,prediction,0.825394373367067,0.6500861117352013,0.7377402425511341,6e47cb06
Linear,8,mae,prediction,0.5769336623147081,0.7154960133213679,0.646214837818038,6e47cb06
RF10,8,mae,prediction,0.6637979151550342,0.5593316660093179,0.611564790582176,6e47cb06
SVR-rbf,8,mae,prediction,0.6885389074523242,0.7422231421674166,0.7153810248098704,6e47cb06
SVR-linear,8,mae,prediction,0.5606504038433269,0.7841721078509862,0.6724112558471566,6e47cb06
XGB10,8,mae,prediction,0.7360395348064384,0.6938248135957475,0.714932174201093,6e47cb06
RNN16,8,mae,prediction,0.5559265291683159,0.685063485894249,0.6204950075312825,6e47cb06
LSTM16,8,mae,prediction,0.7022699362031898,0.7922226616173569,0.7472462989102733,6e47cb06
CNNRNN16,8,mae,prediction,0.5641564106933555,0.651990785542089,0.6080735981177223,6e47cb06
CNNLSTM16,8,mae,prediction,0.6058650320760688,0.5603894838124099,0.5831272579442394,6e47cb06
MLP16,8,mae,prediction,0.5103016009919128,0.4773848579264146,0.4938432294591637,6e47cb06
Linear,9,mae,prediction,1.3745540539829233,1.3316828829411556,1.3531184684620394,6e47cb06
RF10,9,mae,prediction,0.7917709989926411,0.9856217593190625,0.8886963791558518,6e47cb06
SVR-rbf,9,mae,prediction,0.8753630647008348,0.9834370380556695,0.9294000513782521,6e47cb06
SVR-linear,9,mae,prediction,1.5543177845398624,1.4881160708134833,1.5212169276766727,6e47cb06
XGB10,9,mae,prediction,0.8230696875275652,0.822958989170876,0.8230143383492206,6e47cb06
RNN16,9,mae,prediction,0.6028883690296543,0.7191935358711201,0.6610409524503872,6e47cb06
LSTM16,9,mae,prediction,1.080231025392288,1.1576174643222235,1.1189242448572556,6e47cb06
CNNRNN16,9,mae,prediction,0.7613762546004333,0.8404851299799351,0.8009306922901842,6e47cb06
CNNLSTM16,9,mae,prediction,0.8129162209390532,0.6851072235175091,0.7490117222282812,6e47cb06
MLP16,9,mae,prediction,0.7074416000069657,0.7649874424704033,0.7362145212386845,6e47cb06
Linear,10,mae,prediction,0.8147631930694178,0.796498821052932,0.805631007061175,6e47cb06
RF10,10,mae,prediction,0.8392282970444287,0.9510673458838544,0.8951478214641415,6e47cb06
SVR-rbf,10,mae,prediction,0.70642402958422,0.7924093554905323,0.7494166925373762,6e47cb06
SVR-linear,10,mae,prediction,0.7583795932189448,0.863359987588327,0.8108697904036359,6e47cb06
XGB10,10,mae,prediction,0.7758243122546308,0.9395909114126553,0.8577076118336431,6e47cb06
RNN16,10,mae,prediction,0.46706219315467906,0.7879074545146111,0.6274848238346451,6e47cb06
LSTM16,10,mae,prediction,0.5509688454445797,0.6252746970893028,0.5881217712669413,6e47cb06
CNNRNN16,10,mae,prediction,0.5757260698340656,0.8560453729272964,0.7158857213806811,6e47cb06
CNNLSTM16,10,mae,prediction,0.8661002108304136,1.006977658005475,0.9365389344179442,6e47cb06
MLP16,10,mae,prediction,0.6889897027461164,0.8230734937210074,0.7560315982335619,6e47cb06
Linear,11,mae,prediction,1.0072160581399034,1.046692638193471,1.0269543481666872,6e47cb06
RF10,11,mae,prediction,1.3132265878507987,1.1870911019298127,1.2501588448903056,6e47cb06
SVR-rbf,11,mae,prediction,1.372738914541267,1.4583613316708257,1.4155501231060463,6e47cb06
SVR-linear,11,mae,prediction,0.9778343832819303,1.0392289295278718,1.0085316564049012,6e47cb06
XGB10,11,mae,prediction,1.3127121771020325,1.4962281310182406,1.4044701540601365,6e47cb06
RNN16,11,mae,prediction,1.3003250627113014,1.3177150868993592,1.3090200748053302,6e47cb06
LSTM16,11,mae,prediction,1.108360317189756,1.1480326974016024,1.1281965072956792,6e47cb06
CNNRNN16,11,mae,prediction,1.3058616584432752,1.4179601171236826,1.361910887783479,6e47cb06
CNNLSTM16,11,mae,prediction,1.1388608483863503,1.2851292931976803,1.2119950707920153,6e47cb06
MLP16,11,mae,prediction,1.1894279836011559,1.3351333500068976,1.2622806668040267,6e47cb06
Linear,12,mae,prediction,0.9563324880694047,0.9918965622971839,0.9741145251832943,6e47cb06
RF10,12,mae,prediction,0.8223628763253712,0.5498083813542541,0.6860856288398127,6e47cb06
SVR-rbf,12,mae,prediction,0.43005315874430555,0.3948356235352923,0.4124443911397989,6e47cb06
SVR-linear,12,mae,prediction,0.5752999315786,0.5248926355427058,0.5500962835606529,6e47cb06
XGB10,12,mae,prediction,0.47863879598304215,0.5314261768796732,0.5050324864313577,6e47cb06
RNN16,12,mae,prediction,0.46236544174176036,0.3204119416191031,0.3913886916804317,6e47cb06
LSTM16,12,mae,prediction,0.5917293411534333,0.5885418538787652,0.5901355975160993,6e47cb06
CNNRNN16,12,mae,prediction,0.2520166240356522,0.232408041212826,0.2422123326242391,6e47cb06
CNNLSTM16,12,mae,prediction,0.3138902835271912,0.4223392699697306,0.36811477674846094,6e47cb06
MLP16,12,mae,prediction,0.29277429503422553,0.29810476795223256,0.29543953149322905,6e47cb06
Linear,1,r2,training,0.44812030773789,0.3442686495942687,0.3961944786660794,6e47cb06
RF10,1,r2,training,0.8041616418452597,0.7328787440729136,0.7685201929590867,6e47cb06
SVR-rbf,1,r2,training,0.46379804894718,0.3719885088305058,0.4178932788888429,6e47cb06
SVR-linear,1,r2,training,0.17931323410190492,0.13345383987269288,0.1563835369872989,6e47cb06
XGB10,1,r2,training,0.7804985129421027,0.7602528052024738,0.7703756590722883,6e47cb06
RNN16,1,r2,training,0.38118137567578037,0.327696266151177,0.35443882091347867,6e47cb06
LSTM16,1,r2,training,0.34755399145727894,0.26724274050794095,0.30739836598260994,6e47cb06
CNNRNN16,1,r2,training,0.09428160518784645,0.0603913548381797,0.07733648001301308,6e47cb06
CNNLSTM16,1,r2,training,0.4450004413439026,0.363707395051881,0.4043539181978918,6e47cb06
MLP16,1,r2,training,0.06623246291425566,0.23352714685738118,0.14987980488581842,6e47cb06
Linear,2,r2,training,0.24669607456154907,0.2679316537223927,0.2573138641419709,6e47cb06
RF10,2,r2,training,0.743392569093451,0.7018626762075413,0.7226276226504962,6e47cb06
SVR-rbf,2,r2,training,0.46544872059169295,0.368242925307661,0.416845822949677,6e47cb06
SVR-linear,2,r2,training,0.1044195101010934,0.18110376876004974,0.14276163943057157,6e47cb06
XGB10,2,r2,training,0.7457456571765205,0.7314243866053904,0.7385850218909555,6e47cb06
RNN16,2,r2,training,0.26873114781855123,0.367387067214744,0.3180591075166476,6e47cb06
LSTM16,2,r2,training,0.20691109207857572,0.1647858760348505,0.18584848405671311,6e47cb06
CNNRNN16,2,r2,training,-0.0280861262954748,-0.04450610639255226,-0.03629611634401353,6e47cb06
CNNLSTM16,2,r2,training,0.180561126998245,0.10359917406752073,0.14208015053288287,6e47cb06
MLP16,2,r2,training,0.06119692421051892,0.020375659573780736,0.04078629189214983,6e47cb06
Linear,3,r2,training,0.5936679102355755,0.5884643942091821,0.5910661522223788,6e47cb06
RF10,3,r2,training,0.8376497529527436,0.7499469976371443,0.793798375294944,6e47cb06
SVR-rbf,3,r2,training,0.4931592396166683,0.39720379570272124,0.44518151765969477,6e47cb06
SVR-linear,3,r2,training,0.2818750763824134,0.1167442739881408,0.1993096751852771,6e47cb06
XGB10,3,r2,training,0.7375935952462367,0.7338187353712418,0.7357061653087392,6e47cb06
RNN16,3,r2,training,-0.1896952008533226,-0.10575097725401905,-0.14772308905367082,6e47cb06
LSTM16,3,r2,training,-0.32629525848988483,-0.26051650273320437,-0.2934058806115446,6e47cb06
CNNRNN16,3,r2,training,-0.03139134306942637,-0.08684196133380939,-0.05911665220161788,6e47cb06
CNNLSTM16,3,r2,training,-0.2053110841684227,-0.311748757305615,-0.25852992073701886,6e47cb06
MLP16,3,r2,training,-0.012469141410309081,0.04609514506736179,0.016813001828526353,6e47cb06
Linear,4,r2,training,0.48525725779229756,0.5318930501266399,0.5085751539594687,6e47cb06
RF10,4,r2,training,0.7702202186228357,0.7872932603991187,0.7787567395109772,6e47cb06
SVR-rbf,4,r2,training,0.5851710716645058,0.5656274986647204,0.575399285164613,6e47cb06
SVR-linear,4,r2,training,0.28091431539473577,0.41612385482231773,0.34851908510852675,6e47cb06
XGB10,4,r2,training,0.7376223340313867,0.7074278924189233,0.722525113225155,6e47cb06
RNN16,4,r2,training,0.0684531125146246,0.08024316444835455,0.07434813848148958,6e47cb06
LSTM16,4,r2,training,0.0019712505573887817,0.04950249765266301,0.025736874105025898,6e47cb06
CNNRNN16,4,r2,training,-0.006204848427431964,-0.010734514590655664,-0.008469681509043814,6e47cb06
CNNLSTM16,4,r2,training,0.3033417393631904,0.33032648485412286,0.31683411210865664,6e47cb06
MLP16,4,r2,training,0.11272687105212731,0.29207559048363707,0.2024012307678822,6e47cb06
Linear,5,r2,training,0.5716894802646562,0.5728036687423381,0.5722465745034971,6e47cb06
RF10,5,r2,training,0.7822617124394184,0.7556397641797113,0.7689507383095648,6e47cb06
SVR-rbf,5,r2,training,0.4870526922275389,0.45829662712720964,0.47267465967737426,6e47cb06
SVR-linear,5,r2,training,0.43270769588574653,0.3751538388009298,0.40393076734333816,6e47cb06
XGB10,5,r2,training,0.7534256489660773,0.7364702237833725,0.7449479363747249,6e47cb06
RNN16,5,r2,training,-0.1162004352571735,-0.08016381990205068,-0.09818212757961209,6e47cb06
LSTM16,5,r2,training,-0.058173740149740194,-0.0802374723670145,-0.06920560625837735,6e47cb06
CNNRNN16,5,r2,training,0.026914189127373422,0.0071041428217061275,0.017009165974539775,6e47cb06
CNNLSTM16,5,r2,training,-0.1296739463470551,0.01920393741947779,-0.05523500446378865,6e47cb06
MLP16,5,r2,training,-0.026441855712746376,-0.1575380592052833,-0.09198995745901484,6e47cb06
Linear,6,r2,training,0.47629987904651716,0.568098079814666,0.5221989794305916,6e47cb06
RF10,6,r2,training,0.7593561751667564,0.7728707838700473,0.7661134795184018,6e47cb06
SVR-rbf,6,r2,training,0.4572051916325729,0.4657259994808096,0.46146559555669125,6e47cb06
SVR-linear,6,r2,training,0.2925781304756272,0.4450805240182705,0.36882932724694883,6e47cb06
XGB10,6,r2,training,0.7529144030835809,0.7749855693805715,0.7639499862320762,6e47cb06
RNN16,6,r2,training,0.16281442510570676,0.09611640446347447,0.12946541478459062,6e47cb06
LSTM16,6,r2,training,0.43144823630990703,0.49545567171796023,0.46345195401393363,6e47cb06
CNNRNN16,6,r2,training,0.005995279399683251,-0.03252835698312029,-0.013266538791718518,6e47cb06
CNNLSTM16,6,r2,training,0.33524864013937883,0.3348781875827439,0.33506341386106137,6e47cb06
MLP16,6,r2,training,0.00013203974990683154,-0.060357435973474205,-0.030112698111783687,6e47cb06
Linear,7,r2,training,0.3064355402419997,0.33654787712756873,0.3214917086847842,6e47cb06
RF10,7,r2,training,0.7467168966803432,0.7958802191813795,0.7712985579308613,6e47cb06
SVR-rbf,7,r2,training,0.5095044026618302,0.5297828427069158,0.519643622684373,6e47cb06
SVR-linear,7,r2,training,0.2033556888833843,0.2377126307116325,0.2205341597975084,6e47cb06
XGB10,7,r2,training,0.756024380320132,0.7560498368103941,0.7560371085652631,6e47cb06
RNN16,7,r2,training,-0.04711596669122664,-0.08940012061782987,-0.06825804365452826,6e47cb06
LSTM16,7,r2,training,-0.6295466771713769,-0.6122742820555891,-0.620910479613483,6e47cb06
CNNRNN16,7,r2,training,-0.05231993527393519,-0.07955373934616916,-0.06593683731005218,6e47cb06
CNNLSTM16,7,r2,training,-0.2548685329267446,-0.2549371778885994,-0.254902855407672,6e47cb06
MLP16,7,r2,training,-0.09459941333387722,-0.15328923229014424,-0.12394432281201073,6e47cb06
Linear,8,r2,training,0.33210983093355917,0.34922091884710404,0.3406653748903316,6e47cb06
RF10,8,r2,training,0.766655217772581,0.7602796480641151,0.7634674329183481,6e47cb06
SVR-rbf,8,r2,training,0.42288320537680124,0.41500510725544426,0.41894415631612275,6e47cb06
SVR-linear,8,r2,training,0.07958992001473286,0.12226835684542903,0.10092913843008094,6e47cb06
XGB10,8,r2,training,0.7462491520093129,0.7036917005279414,0.7249704262686272,6e47cb06
RNN16,8,r2,training,0.07877769989315031,0.09435717356227191,0.08656743672771111,6e47cb06
LSTM16,8,r2,training,0.163095965613117,0.152795640678278,0.1579458031456975,6e47cb06
CNNRNN16,8,r2,training,0.030303827819960882,-0.009407774972628902,0.01044802642366599,6e47cb06
CNNLSTM16,8,r2,training,-0.036696769173353294,0.0926687232522232,0.02798597703943495,6e47cb06
MLP16,8,r2,training,-0.06201825374022629,0.06110081394676381,-0.00045871989673124114,6e47cb06
Linear,9,r2,training,0.36296574603657217,0.36113882452693324,0.3620522852817527,6e47cb06
RF10,9,r2,training,0.8262237691686845,0.8256247528963823,0.8259242610325334,6e47cb06
SVR-rbf,9,r2,training,0.564164952462475,0.5228800650623231,0.543522508762399,6e47cb06
SVR-linear,9,r2,training,0.12724650563683348,0.2542449827280604,0.19074574418244694,6e47cb06
XGB10,9,r2,training,0.767279937031009,0.7429082324633688,0.755094084747189,6e47cb06
RNN16,9,r2,training,-0.12253079000704648,-0.014936728025508827,-0.06873375901627765,6e47cb06
LSTM16,9,r2,training,0.016507990097174075,-0.11268107413419126,-0.04808654201850859,6e47cb06
CNNRNN16,9,r2,training,0.4218980587403285,0.37188836746798426,0.3968932131041564,6e47cb06
CNNLSTM16,9,r2,training,-0.05102438203256532,-0.11708859841395403,-0.08405649022325967,6e47cb06
MLP16,9,r2,training,-0.1454250051534225,-0.006885243641980399,-0.07615512439770145,6e47cb06
Linear,10,r2,training,0.27736453957738816,0.28048895263882245,0.2789267461081053,6e47cb06
RF10,10,r2,training,0.8349067796610169,0.8347313519415819,0.8348190658012994,6e47cb06
SVR-rbf,10,r2,training,0.4430851135989855,0.4393813906173253,0.4412332521081554,6e47cb06
SVR-linear,10,r2,training,0.005734324235556643,0.0006952569990099633,0.003214790617283303,6e47cb06
XGB10,10,r2,training,0.7470813250606175,0.6943661906748733,0.7207237578677455,6e47cb06
RNN16,10,r2,training,0.040677742615827905,-0.050881407952350965,-0.00510183266826153,6e47cb06
LSTM16,10,r2,training,0.3452724295017995,0.3300120014069535,0.3376422154543765,6e47cb06
CNNRNN16,10,r2,training,0.1605330555413328,0.13394830775748645,0.14724068164940962,6e47cb06
CNNLSTM16,10,r2,training,0.31685330002464107,0.31048273818960637,0.3136680191071237,6e47cb06
MLP16,10,r2,training,-0.03588441451185087,-0.03368045432660316,-0.034782434419227015,6e47cb06
Linear,11,r2,training,0.4311481525626023,0.3958153283708127,0.4134817404667075,6e47cb06
RF10,11,r2,training,0.7961561057490558,0.7951871709469048,0.7956716383479803,6e47cb06
SVR-rbf,11,r2,training,0.6027821288238335,0.5196038720378977,0.5611930004308656,6e47cb06
SVR-linear,11,r2,training,0.32755227485949034,0.30996233792246874,0.31875730639097954,6e47cb06
XGB10,11,r2,training,0.7668990194848915,0.7247247721389276,0.7458118958119095,6e47cb06
RNN16,11,r2,training,0.015224837651537149,0.0957844637066102,0.055504650679073675,6e47cb06
LSTM16,11,r2,training,0.08176608912077965,0.03607600218882434,0.058921045654801996,6e47cb06
CNNRNN16,11,r2,training,0.048423633770366625,0.016112637759553405,0.032268135764960015,6e47cb06
CNNLSTM16,11,r2,training,-0.011730075012573504,0.002153532746831055,-0.004788271132871225,6e47cb06
MLP16,11,r2,training,0.08947466289647732,0.20882508500665775,0.14914987395156754,6e47cb06
Linear,12,r2,training,0.22064911979844137,0.23331941153907887,0.22698426566876012,6e47cb06
RF10,12,r2,training,0.7760178463399878,0.7891433709537392,0.7825806086468635,6e47cb06
SVR-rbf,12,r2,training,0.20247737034858004,0.15059007172126315,0.1765337210349216,6e47cb06
SVR-linear,12,r2,training,-0.016433967584278397,0.0032321445137857285,-0.006600911535246334,6e47cb06
XGB10,12,r2,training,0.6817384708232079,0.6592298896128547,0.6704841802180312,6e47cb06
RNN16,12,r2,training,0.0029838877978211054,-0.005310042278682703,-0.0011630772404307987,6e47cb06
LSTM16,12,r2,training,0.09255362027245351,0.037745760813539864,0.06514969054299669,6e47cb06
CNNRNN16,12,r2,training,0.003988171793810391,-0.039718436040301786,-0.017865132123245697,6e47cb06
CNNLSTM16,12,r2,training,-0.02706705982570412,0.0458874674312455,0.009410203802770689,6e47cb06
MLP16,12,r2,training,-0.11483435110697893,-0.06064060896954904,-0.08773748003826398,6e47cb06
Linear,1,mape,training,1.4584412765079802,1.23386523817326,1.34615325734062,6e47cb06
RF10,1,mape,training,0.8549493621927556,0.5993336568038802,0.7271415094983179,6e47cb06
SVR-rbf,1,mape,training,0.5535387523413455,0.41690809341323015,0.4852234228772878,6e47cb06
SVR-linear,1,mape,training,0.7297975277300146,0.5886034429713193,0.659200485350667,6e47cb06
XGB10,1,mape,training,0.4540565674437933,0.41351130289412674,0.43378393516896,6e47cb06
RNN16,1,mape,training,0.6380607305747606,0.5991333946326335,0.6185970626036971,6e47cb06
LSTM16,1,mape,training,0.8293293604499936,0.6009220083938875,0.7151256844219406,6e47cb06
CNNRNN16,1,mape,training,0.950557287220875,0.7951389912570282,0.8728481392389515,6e47cb06
CNNLSTM16,1,mape,training,0.7953093005356107,0.5380347473166581,0.6666720239261343,6e47cb06
MLP16,1,mape,training,1.0846911030456525,0.7557099626579654,0.920200532851809,6e47cb06
Linear,2,mape,training,1.4309231942657061,1.72545195395298,1.578187574109343,6e47cb06
RF10,2,mape,training,0.6310921922546314,0.472002688473907,0.5515474403642692,6e47cb06
SVR-rbf,2,mape,training,0.623202714556594,0.6305191400993523,0.6268609273279732,6e47cb06
SVR-linear,2,mape,training,0.9357828556345669,1.6651634156144772,1.300473135624522,6e47cb06
